movie_id,rank,title,originalTitle,description,year,votes,rating,runtimeMinutes,ratingCategory,genre01,genre02,genre03
tt7784604,29,Hereditary,Hereditary,A grieving family is haunted by tragic and disturbing occurrences.,2018,401000,7.3,127,R,Drama,Horror,Mystery
tt2737304,30,Bird Box,Bird Box,"Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety.",2018,398000,6.6,124,R,Horror,Mystery,Sci-Fi
tt2948372,31,Soul,Soul,"After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.",2020,395000,8,100,PG,Adventure,Animation,Comedy
tt0448115,32,Shazam!,Shazam!,A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,2019,393000,7,132,PG-13,Action,Adventure,Comedy
tt3778644,33,Solo: A Star Wars Story,Solo: A Star Wars Story,"Board the Millennium Falcon and journey to a galaxy far, far away in an epic action-adventure that will set the course of one of the Star Wars saga's most unlikely heroes.",2018,388000,6.9,135,PG-13,Action,Adventure,Sci-Fi
tt4912910,34,Mission: Impossible - Fallout,Mission: Impossible - Fallout,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",2018,387000,7.7,147,PG-13,Action,Adventure,Thriller
tt2798920,35,Annihilation,Annihilation,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",2018,371000,6.8,115,R,Adventure,Drama,Horror
tt6857112,36,Us,Us,"A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them.",2019,355000,6.8,116,R,Horror,Mystery,Thriller
tt7653254,37,Marriage Story,Marriage Story,"Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.",2019,354000,7.9,137,R,Drama,Romance,""
tt4881806,38,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,"When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.",2018,352000,6.1,128,PG-13,Action,Adventure,Sci-Fi
tt3606756,39,Incredibles 2,Incredibles 2,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,2018,342000,7.5,118,PG,Action,Adventure,Animation
tt5727208,40,Uncut Gems,Uncut Gems,"With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hope of staying afloat and alive.",2019,327000,7.4,135,R,Crime,Drama,Thriller
tt4123430,41,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,"The second installment of the ""Fantastic Beasts"" series featuring the adventures of Magizoologist Newt Scamander.",2018,315000,6.5,134,PG-13,Adventure,Family,Fantasy
tt7349950,42,It Chapter Two,It Chapter Two,"Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.",2019,315000,6.5,169,R,Drama,Fantasy,Horror
tt9243946,43,El Camino,El Camino: A Breaking Bad Movie,"Fugitive Jesse Pinkman runs from his captors, the law, and his past.",2019,305000,7.3,122,TV-MA,Action,Crime,Drama
tt0437086,44,Alita: Battle Angel,Alita: Battle Angel,"A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is.",2019,303000,7.3,122,PG-13,Action,Adventure,Sci-Fi
tt7126948,45,Wonder Woman 1984,Wonder Woman 1984,"Diana must contend with a work colleague, and with a businessman whose desire for extreme wealth sends the world down a path of destruction, after an ancient artifact that grants wishes goes missing.",2020,297000,5.4,151,PG-13,Action,Adventure,Fantasy
tt7349662,46,BlacKkKlansman,BlacKkKlansman,"Ron Stallworth, an African American police officer from Colorado Springs, Colorado, successfully infiltrates the local Ku Klux Klan branch aided by a Jewish surrogate who eventually becomes its leader. Based on actual events.",2018,297000,7.5,135,R,Biography,Comedy,Crime
tt6139732,47,Aladdin,Aladdin,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,2019,297000,6.9,128,PG,Adventure,Comedy,Family
tt8228288,48,The Platform,The Platform,A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole.,2019,296000,7,94,TV-MA,Horror,Sci-Fi,Thriller
tt7975244,49,Jumanji: The Next Level,Jumanji: The Next Level,"In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.",2019,295000,6.7,123,PG-13,Action,Adventure,Comedy
tt8332922,50,A Quiet Place Part II,A Quiet Place Part II,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path.",2020,293000,7.2,97,PG-13,Drama,Horror,Sci-Fi
tt1979376,51,Toy Story 4,Toy Story 4,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",2019,290000,7.6,100,G,Adventure,Animation,Comedy
tt6823368,52,Glass,Glass,"Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.",2019,285000,6.6,129,PG-13,Drama,Horror,Sci-Fi
tt6105098,53,The Lion King,The Lion King,"After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",2019,273000,6.8,118,PG,Adventure,Animation,Drama
tt8936646,54,Extraction,Extraction,"Tyler Rake, a fearless black market mercenary, embarks on the most deadly extraction of his career when he's enlisted to rescue the kidnapped son of an imprisoned international crime lord.",2020,271000,6.8,116,R,Action,Thriller,""
tt7713068,55,Birds of Prey,Birds of Prey,"After splitting with the Joker, Harley Quinn joins superheroines Black Canary, Huntress, and Renee Montoya to save a young girl from an evil crime lord.",2020,270000,6.1,109,R,Action,Comedy,Crime
tt7984734,56,The Lighthouse,The Lighthouse,Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,2019,268000,7.4,109,R,Drama,Fantasy,Horror
tt2935510,57,Ad Astra,Ad Astra,"Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe.",2019,266000,6.5,123,PG-13,Adventure,Drama,Mystery
tt1051906,58,The Invisible Man,The Invisible Man,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",2020,264000,7.1,124,R,Drama,Horror,Mystery
tt2704998,59,Game Night,Game Night,A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.,2018,261000,6.9,100,R,Action,Adventure,Comedy
tt3281548,60,Little Women,Little Women,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",2019,257000,7.8,135,PG,Drama,Romance,""
tt5164214,61,"Ocean's Eight","Ocean's Eight","Debbie Ocean gathers an all-female crew to attempt an impossible heist at New York City's annual Met Gala.",2018,248000,6.3,110,PG-13,Action,Comedy,Crime
tt6806448,62,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,Lawman Luke Hobbs and outcast Deckard Shaw form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.,2019,243000,6.5,137,PG-13,Action,Adventure,Thriller
tt5083738,63,The Favourite,The Favourite,"In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.",2018,242000,7.5,119,R,Biography,Comedy,Drama
tt1365519,64,Tomb Raider,Tomb Raider,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father, Lord Richard Croft disappeared.",2018,231000,6.3,119,PG-13,Action,Adventure,Fantasy
tt7846844,65,Enola Holmes,Enola Holmes,"When Enola Holmes (Sherlock's teen sister) discovers her mother is missing, she endeavours to find her, becoming a super-sleuth in her own right as she outwits her famous brother and unravels a dangerous conspiracy.",2020,227000,6.6,123,PG-13,Action,Adventure,Crime
tt5606664,66,Doctor Sleep,Doctor Sleep,"Years following the events of The Shining (1980), a now-adult Dan Torrance must protect a young girl with similar powers from a cult known as The True Knot, who prey on children with powers to remain immortal.",2019,227000,7.3,152,R,Drama,Fantasy,Horror
tt9620292,67,Promising Young Woman,Promising Young Woman,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",2020,219000,7.5,113,R,Crime,Drama,Mystery
tt6499752,68,Upgrade,Upgrade,"Set in the near-future, technology controls nearly all aspects of life. But when the world of Grey, a self-labeled technophobe, is turned upside down, his only hope for revenge is an experimental computer chip implant.",2018,216000,7.5,100,R,Action,Sci-Fi,Thriller
tt3741700,69,Godzilla: King of the Monsters,Godzilla: King of the Monsters,"The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.",2019,215000,6,132,PG-13,Action,Adventure,Fantasy
tt4779682,70,The Meg,The Meg,A group of scientists exploring the Marianas Trench encounter the largest marine predator that has ever existed - the Megalodon.,2018,214000,5.7,113,PG-13,Action,Horror,Sci-Fi
tt6565702,71,X-Men: Dark Phoenix,Dark Phoenix,"Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity.",2019,213000,5.7,113,PG-13,Action,Adventure,Sci-Fi
tt1560220,72,Zombieland: Double Tap,Zombieland: Double Tap,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",2019,210000,6.7,99,R,Action,Comedy,Horror
tt3766354,73,The Equalizer 2,The Equalizer 2,"Robert McCall serves an unflinching justice for the exploited and oppressed, but how far will he go when that is someone he loves?",2018,207000,6.7,121,R,Action,Crime,Thriller
tt1213641,74,First Man,First Man,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",2018,207000,7.3,141,PG-13,Biography,Drama,History
tt2873282,75,Red Sparrow,Red Sparrow,"Ballerina Dominika Egorova is recruited to 'Sparrow School,' a Russian intelligence service where she is forced to use her body as a weapon. Her first mission, targeting a C.I.A. agent, threatens to unravel the security of both nations.",2018,205000,6.6,140,R,Action,Drama,Thriller
tt1028856,76,Another Round,Episode #1.35,Four high-school teachers consume alcohol on a daily basis to see how it affects their social and professional lives.,2020,204000,7.7,117,Not Rated,Documentary,News,Talk-Show
tt1027238,77,The Father,Just Friends,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",2020,203000,8.2,97,PG-13,Comedy,"",""
tt8106534,78,6 Underground,6 Underground,"Six individuals from all around the globe, each the very best at what they do, have been chosen not only for their skill, but for a unique desire to delete their pasts to change the future.",2019,202000,6.1,128,R,Action,Thriller,""
tt4520988,79,Frozen II,Frozen II,"Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom.",2019,201000,6.8,103,PG,Adventure,Animation,Comedy
tt2066051,80,Rocketman,Rocketman,"A musical fantasy about the fantastical human story of Elton John's breakthrough years.",2019,200000,7.3,121,R,Biography,Drama,Music
tt6450804,81,Terminator: Dark Fate,Terminator: Dark Fate,"An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race.",2019,198000,6.2,128,R,Action,Adventure,Sci-Fi
tt7798634,82,Ready or Not,Ready or Not,"A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.",2019,198000,6.9,95,R,Action,Comedy,Horror
tt4729430,83,Klaus,Klaus,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",2019,197000,8.2,96,PG,Adventure,Animation,Comedy
tt1070874,84,The Trial of the Chicago 7,The Trial of the Chicago 7,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.",2020,197000,7.7,129,R,Drama,History,Thriller
tt3104988,85,Crazy Rich Asians,Crazy Rich Asians,"This contemporary romantic comedy based on a global bestseller follows native New Yorker Rachel Chu to Singapore to meet her boyfriend's family.",2018,196000,6.9,120,PG-13,Comedy,Drama,Romance
tt5104604,86,Isle of Dogs,Isle of Dogs,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",2018,196000,7.8,101,PG-13,Adventure,Animation,Comedy
tt4701182,87,Bumblebee,Bumblebee,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small California beach town. On the cusp of turning 18 and trying to find her place in the world, Charlie Watson discovers Bumblebee, battle-scarred and broken.",2018,194000,6.7,114,PG-13,Action,Adventure,Sci-Fi
tt9484998,88,Palm Springs,Palm Springs,"Stuck in a time loop, two wedding guests develop a budding romance while living the same day over and over again.",2020,192000,7.4,90,R,Comedy,Fantasy,Mystery
tt2231461,89,Rampage,Rampage,"When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.",2018,190000,6.1,107,PG-13,Action,Adventure,Sci-Fi
tt5848272,90,Ralph Breaks the Internet,Ralph Breaks the Internet,"Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure.",2018,190000,7,112,PG,Adventure,Animation,Comedy
tt9770150,91,Nomadland,Nomadland,"A woman in her sixties, after losing everything in the Great Recession, embarks on a journey through the American West, living as a van-dwelling modern-day nomad.",2020,188000,7.3,107,R,Drama,"",""
tt7556122,92,The Old Guard,The Old Guard,A covert team of immortal mercenaries is suddenly exposed and must now fight to keep their identity a secret just as an unexpected new member is discovered.,2020,188000,6.7,125,R,Action,Thriller,""
tt5884052,93,Pok�mon: Detective Pikachu,Pokémon: Detective Pikachu,"In a world where people collect Pokémon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective.",2019,187000,6.5,104,PG,Action,Adventure,Comedy
tt1502397,94,Bad Boys for Life,Bad Boys for Life,Miami detectives Mike Lowrey and Marcus Burnett must face off against a mother-and-son pair of drug lords who wreak vengeful havoc on their city.,2020,186000,6.5,124,R,Action,Comedy,Crime
tt7668870,95,Searching,Searching,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",2018,183000,7.6,102,PG-13,Drama,Mystery,Thriller
tt5814060,96,The Nun,The Nun,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,2018,177000,5.3,96,R,Horror,Mystery,Thriller
tt1502407,97,Halloween,Halloween,"Laurie Strode confronts her long-time foe, Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",2018,176000,6.5,106,R,Crime,Horror,Thriller
tt7146812,98,Onward,Onward,"In a magical world full of technological advances, elven brothers Ian and Barley Lightfoot set out on an adventure to resurrect their late father for a day.",2020,175000,7.4,102,PG,Action,Adventure,Animation
tt1618434,99,Murder Mystery,Murder Mystery,"A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire.",2019,175000,6.1,97,PG-13,Action,Comedy,Crime
tt5052474,100,Sicario: Day of the Soldado,Sicario: Day of the Soldado,"The drug war on the U.S.-Mexico border has escalated as the cartels have begun trafficking terrorists across the US border. To fight the war, federal agent Matt Graver re-teams with the mercurial Alejandro.",2018,173000,7.1,122,R,Action,Crime,Drama
tt8079248,101,Yesterday,Yesterday,"A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate reality where they never existed.",2019,173000,6.8,116,PG-13,Comedy,Fantasy,Music
tt6412452,102,The Ballad of Buster Scruggs,The Ballad of Buster Scruggs,"Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.",2018,172000,7.2,133,R,Comedy,Drama,Musical
tt6155172,103,Roma,Roma,"A year in the life of a middle-class family's maid in Mexico City in the early 1970s.",2018,172000,7.7,135,R,Drama,"",""
tt4500922,104,Maze Runner: The Death Cure,Maze Runner: The Death Cure,"Young hero Thomas embarks on a mission to find a cure for a deadly disease known as ""The Flare"".",2018,172000,6.3,143,PG-13,Action,Adventure,Sci-Fi
tt7040874,105,A Simple Favor,A Simple Favor,"Stephanie is a single mother with a parenting vlog who befriends Emily, a secretive upper-class woman who has a child at the same elementary school. When Emily goes missing, Stephanie takes it upon herself to investigate.",2018,170000,6.8,117,R,Comedy,Crime,Mystery
tt6628394,106,Bad Times at the El Royale,Bad Times at the El Royale,"1969. Four strangers check in at the El Royale Hotel. The hotel is deserted, staffed by a single desk clerk. Some of the new guests' reasons for being there are less than innocent and some are not who they appear to be.",2018,169000,7.1,141,R,Crime,Drama,Mystery
tt3794354,107,Sonic the Hedgehog,Sonic the Hedgehog,"After discovering a small, blue, fast hedgehog, a small-town police officer must help him defeat an evil genius who wants to do experiments on him.",2020,166000,6.5,99,PG,Action,Adventure,Comedy
tt6266538,108,Vice,Vice,"The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that are still felt today.",2018,166000,7.2,132,R,Biography,Comedy,Drama
tt4566758,109,Mulan,Mulan,"To keep her ailing father from serving in the Imperial Army, a fearless young woman disguises herself as a man and battles northern invaders in China.",2020,162000,5.8,115,PG-13,Action,Adventure,Drama
tt6343314,110,Creed II,Creed II,"Under the tutelage of Rocky Balboa, newly crowned heavyweight champion Adonis Creed faces off against Viktor Drago, the son of Ivan Drago.",2018,159000,7.1,130,PG-13,Action,Drama,Sport
tt7984766,111,The King,The King,"Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.",2019,159000,7.3,140,R,Biography,Drama,History
tt7395114,112,The Devil All the Time,The Devil All the Time,Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality.,2020,157000,7.1,138,R,Crime,Drama,Thriller
tt1314396,113,Borat Subsequent Moviefilm,Episode #59.68,"Borat returns to America from Kazakhstan to America, this time to reveal more about the American culture, the COVD-19 pandemic, and the political elections.",2020,157000,6.6,95,R,Game-Show,"",""
tt2386490,114,How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,"When Hiccup discovers Toothless isn't the only Night Fury, he must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.",2019,157000,7.4,104,PG,Action,Adventure,Animation
tt7959026,115,The Mule,The Mule,A ninety-year-old horticulturist and Korean War veteran turns drug mule for a Mexican cartel.,2018,157000,7,116,R,Crime,Drama,Thriller
tt5363618,116,Sound of Metal,Sound of Metal,"A heavy metal drummer's life is turned upside down when he begins to lose his hearing and he must confront a future filled with silence.",2019,155000,7.7,120,R,Drama,Music,""
tt2854926,117,Tag,Tag,"A small group of former classmates organize an elaborate, annual game of tag that requires some to travel all over the country.",2018,151000,6.5,100,R,Action,Comedy,""
tt2283336,118,Men in Black: International,Men in Black: International,"The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest threat to date: a mole in the Men in Black organization.",2019,151000,5.6,114,PG-13,Action,Adventure,Comedy
tt9893250,119,I Care a Lot,I Care a Lot,A crooked legal guardian who drains the savings of her elderly wards meets her match when a woman she tries to swindle turns out to be more than she first appears.,2020,150000,6.4,118,R,Comedy,Crime,Drama
tt3829266,120,The Predator,The Predator,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.",2018,150000,5.3,107,R,Action,Adventure,Horror
tt1488606,121,Triple Frontier,Triple Frontier,"Loyalties are tested when five friends and former special forces operatives reunite to take down a South American drug lord, unleashing a chain of unintended consequences.",2019,150000,6.5,125,R,Action,Thriller,""
tt2222042,122,Love and Monsters,Love and Monsters,"Seven years after he survived the monster apocalypse, lovably hapless Joel leaves his cozy underground bunker behind on a quest to reunite with his high school sweetheart.",2020,150000,6.9,109,PG-13,Action,Adventure,Comedy
tt5886046,123,Escape Room,Escape Room,Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.,2019,147000,6.4,99,PG-13,Action,Adventure,Horror
tt1571234,124,Mortal Engines,Mortal Engines,"In a post-apocalyptic world where cities ride on wheels and consume each other to survive, two people meet in London and try to stop a conspiracy.",2018,145000,6.1,128,PG-13,Action,Adventure,Fantasy
tt7737786,125,Greenland,Greenland,A family struggles for survival in the face of a cataclysmic natural disaster.,2020,141000,6.4,119,PG-13,Action,Thriller,""
tt9495224,126,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch,"A young programmer starts to question reality when he adapts a mad writer's fantasy novel into a video game.",2018,138000,7.1,90,TV-MA,Drama,Fantasy,Mystery
tt5758778,127,Skyscraper,Skyscraper,"A security expert must infiltrate a burning skyscraper, 225 stories above ground, when his family is trapped inside by criminals.",2018,138000,5.8,102,PG-13,Action,Adventure,Thriller
